  Principal QN n  Azimuthal QN l
               1               0
 Electron Energy Probability dst
  0.31056648E+04  0.67070242E-15
  0.32364065E+04  0.54906217E-15
  0.33726521E+04  0.44895939E-15
  0.35146334E+04  0.36650196E-15
  0.36625918E+04  0.29926445E-15
  0.38167789E+04  0.24342474E-15
  0.39774570E+04  0.19826944E-15
  0.41448992E+04  0.16223098E-15
  0.43193904E+04  0.13236501E-15
  0.45012273E+04  0.10764237E-15
  0.46907191E+04  0.87468779E-16
  0.48881882E+04  0.71212341E-16
  0.50939702E+04  0.58055014E-16
  0.53084152E+04  0.47199350E-16
  0.55318879E+04  0.38296185E-16
  0.57647683E+04  0.31178763E-16
  0.60074524E+04  0.25403878E-16
  0.62603530E+04  0.20608428E-16
  0.65239002E+04  0.16690513E-16
  0.67985421E+04  0.13637404E-16
  0.70847459E+04  0.11127401E-16
  0.73829982E+04  0.90927408E-17
  0.76938063E+04  0.74944874E-17
  0.80176987E+04  0.60546465E-17
