  Principal QN n  Azimuthal QN l
               1               0
 Electron Energy Probability dst
  0.33071278E+03  0.28424903E-10
  0.34580508E+03  0.24546523E-10
  0.36158613E+03  0.21116108E-10
  0.37808736E+03  0.18079911E-10
  0.39534163E+03  0.15432844E-10
  0.41338331E+03  0.13156866E-10
  0.43224834E+03  0.11217583E-10
  0.45197428E+03  0.95603112E-11
  0.47260044E+03  0.81204625E-11
  0.49416788E+03  0.68786295E-11
  0.51671956E+03  0.58248096E-11
  0.54030041E+03  0.49405131E-11
  0.56495738E+03  0.41967296E-11
  0.59073959E+03  0.35552123E-11
  0.61769839E+03  0.29990797E-11
  0.64588748E+03  0.25244376E-11
  0.67536299E+03  0.21240473E-11
  0.70618363E+03  0.17863187E-11
  0.73841080E+03  0.14980724E-11
  0.77210867E+03  0.12545995E-11
  0.80734438E+03  0.10516850E-11
  0.84418808E+03  0.88266624E-12
  0.88271317E+03  0.73891505E-12
  0.92299639E+03  0.61661543E-12
  0.96511795E+03  0.51405916E-12
  0.10091618E+04  0.42846867E-12
  0.10552155E+04  0.35634188E-12
  0.11033710E+04  0.29601944E-12
  0.11537241E+04  0.24610924E-12
  0.12063751E+04  0.20451806E-12
  0.12614288E+04  0.16945400E-12
  0.13189950E+04  0.14025843E-12
  0.13791882E+04  0.11606530E-12
  0.14421284E+04  0.95851486E-13
  0.15079409E+04  0.79114399E-13
  0.15767568E+04  0.65322657E-13
  0.16487131E+04  0.53822284E-13
  0.17239533E+04  0.44292673E-13
  0.18026270E+04  0.36440228E-13
  0.18848911E+04  0.29922581E-13
  0.19709094E+04  0.24558564E-13
  0.20608532E+04  0.20145840E-13
  0.21549016E+04  0.16497354E-13
  0.22532420E+04  0.13506321E-13
  0.23560703E+04  0.11041000E-13
  0.24635911E+04  0.90166061E-14
  0.25760188E+04  0.73586895E-14
  0.26935771E+04  0.59972950E-14
  0.28165003E+04  0.48861576E-14
  0.29450332E+04  0.39744302E-14
  0.30794318E+04  0.32309544E-14
  0.32199637E+04  0.26229228E-14
  0.33669090E+04  0.21283389E-14
  0.35205601E+04  0.17258048E-14
  0.36812233E+04  0.13987239E-14
  0.38492184E+04  0.11312484E-14
  0.40248800E+04  0.91359532E-15
  0.42085582E+04  0.73772996E-15
  0.44006186E+04  0.59594771E-15
  0.46014438E+04  0.48050725E-15
  0.48114338E+04  0.38680038E-15
  0.50310068E+04  0.31104245E-15
  0.52606002E+04  0.25043574E-15
  0.55006712E+04  0.20177284E-15
  0.57516981E+04  0.16185337E-15
  0.60141807E+04  0.12962743E-15
  0.62886419E+04  0.10399344E-15
  0.65756283E+04  0.83265144E-16
  0.68757115E+04  0.66751731E-16
  0.71894893E+04  0.53658255E-16
  0.75175865E+04  0.42868967E-16
  0.78606566E+04  0.34178593E-16
  0.82193830E+04  0.27346404E-16
  0.85944801E+04  0.21937493E-16
  0.89866950E+04  0.17561874E-16
  0.93968089E+04  0.14021219E-16
  0.98256386E+04  0.11164007E-16
  0.10274038E+05  0.89208892E-17
  0.10742901E+05  0.71601696E-17
  0.11233160E+05  0.56780646E-17
  0.11745793E+05  0.45634060E-17
  0.12281820E+05  0.36556226E-17
  0.12842310E+05  0.29326342E-17
  0.13428377E+05  0.23392384E-17
  0.14041190E+05  0.18778365E-17
  0.14681969E+05  0.14829798E-17
  0.15351991E+05  0.11923711E-17
  0.16052589E+05  0.95363336E-18
  0.16785160E+05  0.76325983E-18
